Data;Nr.;Intrebare;Varianta;Raspuns
"29 Nov 2011  19:54:28";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"29 Nov 2011  19:54:28";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"sugerez ca studiul sa aiba ca finalitate imbunatatirea terapiei pacientului in stare terminala"
"29 Nov 2011  19:54:28";36;Varsta;"45-55 ani";
"29 Nov 2011  19:54:28";37;Genul;M;
"29 Nov 2011  19:54:28";38;"Care este localitatea dvs. de resedinta si practica medicala?";;"Bucuresti, Medic Primar boli Infectioase"
"29 Nov 2011  19:54:28";39;"Care este apartenenta dvs. religioasa?";;"crestin ortodox"
"29 Nov 2011  19:54:28";40;"Care este specialitatea dvs.?";;"Boli Infectioase"
"29 Nov 2011  19:54:28";41;"Ce cursuri postuniversitare ati absolvit?";;"Masterat la Universitatea din londra
cursuri de medicina tropicala la Londra, Amsterdam, Kiel"
"29 Nov 2011  19:54:28";42;"Ce supraspecializari/competente aveti?";;"Boli tropicale"
"29 Nov 2011  19:54:28";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"01 Dec 2011  21:32:30";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"01 Dec 2011  21:32:30";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"01 Dec 2011  21:32:30";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;
"01 Dec 2011  21:32:30";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"nu stiu"
"01 Dec 2011  21:32:30";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"majoritatea (80%) devin depresivi"
"01 Dec 2011  21:32:30";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"cu deznadejde"
"01 Dec 2011  21:32:30";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"in majoritatea cazurilor familiile se mobilizeaza in sprijinul bolnavului."
"01 Dec 2011  21:32:30";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"sunt de acord cu faptul ca individul trebuie sa-si cunoasca situatia pt a lua decizii la timp si in cunostinta de cauza"
"01 Dec 2011  21:32:30";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"01 Dec 2011  21:32:30";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"din punctul meu de vedere orice sansa de tratament trebuie incercata, cu conditia de pastrare a unei calitati acceptabile a vietii. Consider ca trebuie aplicate mereu toate tipurile de interventie, curative, paliative si psihoterapice."
"01 Dec 2011  21:32:30";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Nu;"Lipsa de cunoastere face ca diagnosticul de &quot;cancer&quot; sa faca pacientii sa se gandeasca in primul rand la moarte, (nu-i pregateste) de aceea un dialog sincer echilibrat efectuat cu ajutorul psihologului poate diminua depresia care apare la comunicarea diagnosticului si nu face decat sa scada capacitatea de aparare a organismului"
"01 Dec 2011  21:32:30";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"inapetenta
insomnia
durerea
impotenta functionala"
"01 Dec 2011  21:32:30";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"nu stiu"
"01 Dec 2011  21:32:30";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"01 Dec 2011  21:32:30";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"01 Dec 2011  21:32:30";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"latura &quot;umana&quot; a ingrijirilor medicale"
"01 Dec 2011  21:32:30";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"specialistul in afectiunea care a generat &quot;situatia&quot; si un specialist in paliatie"
"01 Dec 2011  21:32:30";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"01 Dec 2011  21:32:30";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"posibilitatea de a se ingriji singur, durerea, insomnia"
"01 Dec 2011  21:32:30";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"are tendinta sa gandeasca pentru pacient in loc sa-l intrebe ce isi doreste cu adevarat"
"01 Dec 2011  21:32:30";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"atata timp cat pacientul lupta si doreste sa fie ajutat este in stare terminala, cand nu mai doreste se intra in faza terminala si ar trebui lasat sa se stinga in patul sau sau acolo unde isi doreste."
"01 Dec 2011  21:32:30";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"de prinicipiu pote, cu exceptia dorintei de a fi eutanasiat."
"01 Dec 2011  21:32:30";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"nu avem suficienti specialisti, personal si capacitati pt o paliatie de calitate, la standardele actuale"
"01 Dec 2011  21:32:30";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;crucial
"01 Dec 2011  21:32:30";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"01 Dec 2011  21:32:30";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"01 Dec 2011  21:32:30";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"practic este intrebarea 9 fara a mai restrictiona o singura optiune. Asa cum am mai spus consider ca atata timp cat pacientul doreste toate terapiile posibile trebuie folosite cu conditia sa se mentina o calitate satisfacatoare a vietii."
"01 Dec 2011  21:32:30";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"01 Dec 2011  21:32:30";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"01 Dec 2011  21:32:30";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";"Alt raspuns";"problema este sensibila, pentru ca uneori la nivelul familiei pot exista aspecte succesorale fara implicatii &quot;umaniste&quot;, de aceea consider necesara ajungerea la un consens familie si intre echipa de medici de ingrijire (consiliati de un jurist eventual)"
"01 Dec 2011  21:32:30";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"01 Dec 2011  21:32:30";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu stiu"
"01 Dec 2011  21:32:30";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Nu;"atata timp cat medicul aplica corect si cu profesionalism cunostiintele sale si face tot ceea ce se poate pentru un pacient, nu ar trebui sa fie afectat psihologic foarte mult."
"01 Dec 2011  21:32:30";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"01 Dec 2011  21:32:30";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"nu stiu"
"01 Dec 2011  21:32:30";36;Varsta;"45-55 ani";
"01 Dec 2011  21:32:30";37;Genul;M;
"01 Dec 2011  21:32:30";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bucuresti
"01 Dec 2011  21:32:30";39;"Care este apartenenta dvs. religioasa?";;"crestin ortodox practicant"
"01 Dec 2011  21:32:30";40;"Care este specialitatea dvs.?";;"boli infectioase "
"01 Dec 2011  21:32:30";41;"Ce cursuri postuniversitare ati absolvit?";;"multe, inclusiv curs de paleatie si tratament al durerii."
"01 Dec 2011  21:32:30";42;"Ce supraspecializari/competente aveti?";;"tratament toxicodependente"
"01 Dec 2011  21:32:30";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"03 Dec 2011  22:16:06";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"03 Dec 2011  22:16:06";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"03 Dec 2011  22:16:06";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;
"03 Dec 2011  22:16:06";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"tarie de caracter,curaj ,optimism,stapanire de sine."
"03 Dec 2011  22:16:06";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"deprimare totala in fata sentintei si la gandul ca trebuie sa infrunte cosmarul sistemului medical din Romania."
"03 Dec 2011  22:16:06";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"se gandesc  cu groaza ce-i asteapta si nu stiu cum sa comunice pacientului (sau daca )"
"03 Dec 2011  22:16:06";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"sunt solidari ."
"03 Dec 2011  22:16:06";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"E dreptul lui sa decida cum isi va petrece timpul ramas ."
"03 Dec 2011  22:16:06";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"03 Dec 2011  22:16:06";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"O mica sansa pentru cel cu posibilitati terapeutice ,daca acestea nu-l omoara."
"03 Dec 2011  22:16:06";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Nu;"nu ,poate el spera ca totul merge bine,nu stie ca boala asta e perfida,nu e niciodata pregatit."
"03 Dec 2011  22:16:06";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;Durere,depresie.
"03 Dec 2011  22:16:06";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"modul in care il percep cei din jur,modul in care e tratat in spitalele din Romania,sentimentul ca nu are nici o sansa,raspunsul slab la tratament,complicatiile tratamentului."
"03 Dec 2011  22:16:06";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"03 Dec 2011  22:16:06";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";"Nu stiu";
"03 Dec 2011  22:16:06";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Alinarea suferintei  si mentinerea demnitatii bolnavului terminal"
"03 Dec 2011  22:16:06";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"asistenti medicali buni care sa stie sa puna si o perfuzie cu sange si sa supravegheze o transfuzie."
"03 Dec 2011  22:16:06";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Niciodata;
"03 Dec 2011  22:16:06";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"lipsa confortului in spitale,lipsa medicamentelor sau pretul lor mare."
"03 Dec 2011  22:16:06";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"nu stiu"
"03 Dec 2011  22:16:06";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"nu stiu"
"03 Dec 2011  22:16:06";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;nu
"03 Dec 2011  22:16:06";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"nu "
"03 Dec 2011  22:16:06";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;da
"03 Dec 2011  22:16:06";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Acasa, de catre echipa de ingrijiri paliative";
"03 Dec 2011  22:16:06";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"03 Dec 2011  22:16:06";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;paliative
"03 Dec 2011  22:16:06";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"03 Dec 2011  22:16:06";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"03 Dec 2011  22:16:06";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"03 Dec 2011  22:16:06";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"03 Dec 2011  22:16:06";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"nu stiu"
